Timestamp:, sensor 1 , , , , , , sensor 2 , , , , , , body 1, , , , , , , body 2, , , , , , , body 3, , , , , , , body 4, , , , , , , body 5, , , , , , , body 6, , , , , , 
0.5, -0.541743,-10.8047,-13.3033,0.481885,-0.0649923,0.0379906,-2.21877,-7.76623,-6.39868,0.599912,-0.102643,0.0977859,0.357871,1.37558,-0.240471,0.941423,0.082171,0.32619,-0.02389,0.35211,1.41099,-0.0452634,0.930486,0.0333966,0.357957,-0.0703398,0.302672,1.0677,0.0246022,0.884114,0.315546,-0.0588658,-0.339571,0.471674,1.01399,-0.109119,0.853229,0.0732051,-0.282986,-0.431926,0.563015,0.979392,-0.15724,0.806018,0.394643,-0.413874,-0.152644,0.525703,0.833514,-0.344545,0.996122,-0.0098997,0.0587418,-0.0647551,
0.533333, -0.544783,-10.7873,-13.3669,0.483979,-0.0632514,0.0382806,-2.19089,-7.79133,-6.34441,0.601698,-0.101719,0.0977102,0.357534,1.37532,-0.240285,0.941108,0.0848588,0.326383,-0.0242515,0.35211,1.41099,-0.0452634,0.930486,0.0333966,0.357957,-0.0703398,0.302656,1.06767,0.0248319,0.883871,0.316131,-0.0599159,-0.339476,0.471484,1.01387,-0.108989,0.853094,0.07351,-0.282921,-0.432184,0.562843,0.97933,-0.157186,0.806017,0.394749,-0.41369,-0.152874,0.525426,0.833482,-0.344579,0.996066,-0.0101197,0.0591282,-0.0652238,
0.55, -0.532154,-10.7656,-13.2967,0.483549,-0.0623237,0.0388142,-2.17615,-7.79412,-6.3442,0.604774,-0.100622,0.0968245,0.35744,1.37539,-0.240255,0.940714,0.0845512,0.327584,-0.0244567,0.35211,1.41099,-0.0452634,0.930486,0.0333966,0.357957,-0.0703398,0.302597,1.06765,0.0249035,0.883997,0.316049,-0.0589299,-0.339396,0.471428,1.01386,-0.108932,0.852951,0.0736909,-0.28316,-0.432278,0.563195,0.979578,-0.157158,0.805775,0.395217,-0.413895,-0.152386,0.525213,0.833482,-0.344532,0.996084,-0.0098233,0.0591649,-0.0649547,
0.566667, -0.528046,-10.7924,-13.2735,0.48649,-0.0633999,0.0376561,-2.18941,-7.82381,-6.37544,0.607702,-0.100193,0.096394,0.35731,1.37519,-0.23997,0.941062,0.0834396,0.326943,-0.0234233,0.35211,1.41099,-0.0452634,0.930486,0.0333966,0.357957,-0.0703398,0.302528,1.06765,0.0250259,0.884073,0.31587,-0.0589834,-0.339356,0.471305,1.0139,-0.108869,0.853129,0.0735677,-0.282853,-0.432148,0.562981,0.979332,-0.157134,0.806823,0.394445,-0.412649,-0.152217,0.525029,0.833522,-0.344512,0.996038,-0.0099468,0.0593206,-0.065495,
0.583333, -0.485096,-10.8003,-13.1464,0.486556,-0.0648021,0.0369044,-2.20868,-7.82914,-6.41921,0.607162,-0.096056,0.0960799,0.357067,1.37546,-0.239934,0.940762,0.0857469,0.327204,-0.0235122,0.35211,1.41099,-0.0452634,0.930486,0.0333966,0.357957,-0.0703398,0.302426,1.06759,0.0250852,0.884244,0.315619,-0.057575,-0.339386,0.471207,1.01398,-0.108825,0.853182,0.0736376,-0.28275,-0.432101,0.562884,0.979714,-0.157372,0.80911,0.394136,-0.407785,-0.153978,0.524801,0.833603,-0.344413,0.996096,-0.00965313,0.0592232,-0.0647516,
0.608333, -0.516817,-10.7876,-13.1516,0.489271,-0.0665352,0.0364179,-2.17595,-7.80711,-6.41871,0.605794,-0.092206,0.0953667,0.357027,1.37546,-0.239674,0.940967,0.0824743,0.327368,-0.0247006,0.35211,1.41099,-0.0452634,0.930486,0.0333966,0.357957,-0.0703398,0.302363,1.06782,0.0254904,0.883948,0.315766,-0.055627,-0.340342,0.471035,1.01405,-0.108795,0.853218,0.0736041,-0.282267,-0.432351,0.56229,0.979562,-0.156732,0.80751,0.390883,-0.414115,-0.153775,0.52453,0.833804,-0.3444,0.995956,-0.012005,0.0608167,-0.0650349,
0.633333, -0.532961,-10.7883,-13.1514,0.488583,-0.0662743,0.035882,-2.16025,-7.77695,-6.38017,0.605798,-0.0912284,0.0945411,0.356851,1.37547,-0.23953,0.941064,0.0828941,0.326972,-0.0248295,0.35211,1.41099,-0.0452634,0.930486,0.0333966,0.357957,-0.0703398,0.302327,1.06751,0.0253608,0.884068,0.312733,-0.0552941,-0.342876,0.470894,1.01408,-0.108734,0.853292,0.0737979,-0.282488,-0.432028,0.562108,0.979545,-0.157173,0.806607,0.394111,-0.412953,-0.153399,0.524295,0.83402,-0.344407,0.995812,-0.0138709,0.063029,-0.0647596,
0.65, -0.529163,-10.7682,-13.1426,0.486249,-0.0643099,0.0358029,-2.18755,-7.75647,-6.3509,0.605154,-0.0923694,0.0945942,0.356715,1.37548,-0.239629,0.940294,0.0852843,0.328525,-0.0254053,0.35211,1.41099,-0.0452634,0.930486,0.0333966,0.357957,-0.0703398,0.30241,1.06751,0.0254023,0.88403,0.313765,-0.0568823,-0.34177,0.470796,1.01409,-0.10869,0.853548,0.0729804,-0.281006,-0.432626,0.561998,0.979579,-0.157104,0.806806,0.394164,-0.412544,-0.153318,0.524155,0.833987,-0.344339,0.99593,-0.0131219,0.0619289,-0.0641584,
0.666667, -0.548022,-10.792,-13.2548,0.487866,-0.0648254,0.0358595,-2.16555,-7.75545,-6.37158,0.603409,-0.091818,0.0951338,0.356604,1.37546,-0.239383,0.940912,0.0835962,0.327253,-0.0245148,0.35211,1.41099,-0.0452634,0.930486,0.0333966,0.357957,-0.0703398,0.302409,1.06752,0.0254911,0.884011,0.313824,-0.0564376,-0.34184,0.470715,1.01408,-0.1086,0.853474,0.0733,-0.281326,-0.43251,0.562272,0.97996,-0.157017,0.806687,0.394938,-0.412335,-0.152512,0.524071,0.834044,-0.344287,0.995903,-0.0131687,0.0621134,-0.0643807,
0.683333, -0.522156,-10.8097,-13.2754,0.491961,-0.0655446,0.0354415,-2.18446,-7.7499,-6.43473,0.600876,-0.0936564,0.0975974,0.35645,1.37556,-0.239298,0.940754,0.0831245,0.327971,-0.0225128,0.35211,1.41099,-0.0452634,0.930486,0.0333966,0.357957,-0.0703398,0.302383,1.06754,0.025522,0.884057,0.313757,-0.0567781,-0.341724,0.470674,1.01413,-0.108503,0.853368,0.0737778,-0.282107,-0.43213,0.561112,0.979688,-0.15666,0.807742,0.38828,-0.41375,-0.160005,0.524018,0.834127,-0.344252,0.995889,-0.0139357,0.0618967,-0.0646458,
0.708333, -0.499323,-10.7191,-13.2241,0.487069,-0.0647476,0.0372308,-2.20002,-7.8057,-6.49383,0.604848,-0.093377,0.0989968,0.356145,1.37549,-0.239209,0.941408,0.0841932,0.325699,-0.0241245,0.35211,1.41099,-0.0452634,0.930486,0.0333966,0.357957,-0.0703398,0.302119,1.06768,0.0259008,0.884174,0.315554,-0.0570845,-0.339711,0.470615,1.01421,-0.108495,0.853557,0.073271,-0.281395,-0.432306,0.560927,0.979795,-0.156638,0.807686,0.388162,-0.414134,-0.159583,0.5238,0.834167,-0.344232,0.995904,-0.0126177,0.0622478,-0.0643569,
0.725, -0.53907,-10.6867,-13.2785,0.486553,-0.0674368,0.0373755,-2.179,-7.83411,-6.49621,0.610461,-0.0914903,0.098518,0.356139,1.37547,-0.239186,0.940644,0.0842374,0.327786,-0.0254913,0.35211,1.41099,-0.0452634,0.930486,0.0333966,0.357957,-0.0703398,0.302115,1.06778,0.0258998,0.884407,0.315101,-0.0566089,-0.339606,0.470567,1.01428,-0.108469,0.85377,0.0731431,-0.281131,-0.43208,0.560908,0.979842,-0.156655,0.80793,0.388211,-0.413602,-0.159608,0.523736,0.834235,-0.344267,0.995922,-0.013195,0.0622792,-0.0639217,
0.741667, -0.599535,-10.7094,-13.4048,0.494965,-0.068257,0.0343514,-2.20271,-7.78408,-6.56968,0.607793,-0.0924188,0.099759,0.355896,1.37542,-0.23908,0.94096,0.0854701,0.326747,-0.0229446,0.35211,1.41099,-0.0452634,0.930486,0.0333966,0.357957,-0.0703398,0.302121,1.06783,0.0259915,0.884379,0.315137,-0.0565797,-0.339648,0.470459,1.01433,-0.108481,0.853792,0.0725129,-0.280045,-0.432847,0.561043,0.979929,-0.156581,0.808278,0.389219,-0.412509,-0.158214,0.523581,0.834241,-0.344257,0.995932,-0.0122323,0.0624779,-0.0637639,
0.766667, -0.594804,-10.7322,-13.4417,0.503512,-0.0662672,0.0327592,-2.2651,-7.7301,-6.59696,0.606064,-0.094352,0.103607,0.3558,1.37557,-0.239041,0.940368,0.0852367,0.328416,-0.0241896,0.35211,1.41099,-0.0452634,0.930486,0.0333966,0.357957,-0.0703398,0.302173,1.06805,0.026359,0.884834,0.314129,-0.0540048,-0.339817,0.470485,1.01447,-0.108448,0.854083,0.0728939,-0.280454,-0.431943,0.560824,0.980114,-0.156645,0.80813,0.387814,-0.413613,-0.159534,0.523544,0.834401,-0.344285,0.995965,-0.0125638,0.0616201,-0.064024,
