Timestamp:, sensor 1 , , , , , , sensor 2 , , , , , , body 1, , , , , , , body 2, , , , , , , body 3, , , , , , , body 4, , , , , , , body 5, , , , , , , body 6, , , , , , 
1.53723e+17, -1.91104,2.67328,14.123,-0.078069,-0.0837835,0.0608154,0.0704932,-0.286951,2.1754,0.029253,-0.0122166,0.0446599,0.125886,1.02814,0.0956421,0.956477,0.0727191,0.241368,-0.146988,0.12281,1.12617,0.317965,0.927485,0.144444,0.194947,-0.284435,0.210815,0.773039,0.380441,0.76765,0.085024,0.529024,-0.351593,0.346436,0.783004,0.185894,0.828902,0.344312,0.352721,-0.264498,0.414993,0.808993,0.0968996,0.776789,0.591519,-0.087489,0.197612,0.328528,0.681417,-0.0716736,0.97258,-0.00610224,0.231884,0.0167306,
1.53723e+17, -1.83504,2.77222,14.0168,-0.0893797,-0.0791705,0.062214,0.0444807,-0.262496,2.1802,0.0287669,-0.0138877,0.0449012,0.124855,1.02768,0.0956201,0.953638,0.0709212,0.251678,-0.149006,0.126247,1.12379,0.319089,0.925024,0.151267,0.19312,-0.290093,0.210815,0.773039,0.380441,0.76765,0.085024,0.529024,-0.351593,0.344157,0.78099,0.1855,0.827386,0.355474,0.349345,-0.2589,0.41333,0.808623,0.0965248,0.774138,0.595384,-0.0865348,0.196825,0.32672,0.681343,-0.072006,0.972703,0.0140911,0.230617,0.0216019,
1.53723e+17, -1.70166,2.84271,14.0449,-0.0939012,-0.0700443,0.0625061,0.0525519,-0.18589,2.10084,0.023197,-0.0143949,0.0418247,0.124809,1.02771,0.0956747,0.953232,0.0706088,0.253029,-0.149465,0.126675,1.12325,0.319273,0.924642,0.151002,0.192621,-0.291776,0.210815,0.773039,0.380441,0.76765,0.085024,0.529024,-0.351593,0.342984,0.779985,0.184853,0.827127,0.378497,0.336473,-0.243695,0.412975,0.808499,0.0966266,0.773912,0.595289,-0.0872084,0.197701,0.326525,0.681366,-0.0720605,0.97275,0.0164986,0.230072,0.0235073,
1.53723e+17, -1.52781,2.82326,14.2327,-0.0918228,-0.0650093,0.0628674,0.0771444,-0.0270696,2.1029,0.0148882,-0.0133336,0.0363174,0.124737,1.02775,0.095723,0.952852,0.069994,0.254594,-0.14952,0.126972,1.12308,0.319546,0.924201,0.15252,0.193112,-0.292059,0.210815,0.773039,0.380441,0.76765,0.085024,0.529024,-0.351593,0.342569,0.779765,0.184803,0.826925,0.378939,0.336509,-0.243643,0.412754,0.808546,0.0965705,0.77328,0.595996,-0.0870329,0.198119,0.326358,0.681413,-0.0721218,0.972738,0.0178288,0.230012,0.0236255,
1.53723e+17, -1.34136,2.83634,14.6828,-0.0933756,-0.0638085,0.0622716,0.107875,0.122194,2.03897,0.00769859,-0.0115033,0.0303573,0.124728,1.02784,0.0957769,0.952474,0.0699922,0.255891,-0.149714,0.127571,1.12277,0.319716,0.924186,0.153094,0.191041,-0.293165,0.210815,0.773039,0.380441,0.76765,0.085024,0.529024,-0.351593,0.343151,0.780239,0.18501,0.826849,0.358441,0.349099,-0.256848,0.412514,0.80851,0.0965441,0.773068,0.595779,-0.088614,0.198898,0.326504,0.681189,-0.072804,0.972245,0.00625408,0.233002,0.0202713,
1.53723e+17, -1.09348,2.98799,15.5186,-0.0983359,-0.0738079,0.0624094,0.12587,0.219331,2.04475,0.00761938,-0.00849395,0.0246548,0.124671,1.02794,0.0958188,0.952114,0.0694028,0.257349,-0.149778,0.12803,1.1227,0.319714,0.923482,0.155729,0.192445,-0.293077,0.210815,0.773039,0.380441,0.76765,0.085024,0.529024,-0.351593,0.342567,0.779957,0.184891,0.826659,0.3603,0.348013,-0.256331,0.41219,0.808557,0.09651,0.77261,0.595946,-0.0889935,0.200007,0.326263,0.681279,-0.0728517,0.971915,0.00537121,0.234356,0.0207296,
1.53723e+17, -0.933692,3.07385,16.627,-0.0964821,-0.091252,0.061189,0.153102,0.280408,2.18445,0.00938318,-0.00539623,0.0193748,0.12467,1.02806,0.0958757,0.951857,0.0683965,0.258423,-0.150024,0.128547,1.12265,0.32015,0.923057,0.157573,0.192135,-0.293635,0.210815,0.773039,0.380441,0.76765,0.085024,0.529024,-0.351593,0.342288,0.779776,0.184525,0.826335,0.362472,0.347595,-0.254879,0.412054,0.808676,0.0963014,0.772246,0.596221,-0.0879349,0.201058,0.326252,0.681327,-0.0728349,0.972706,0.000797575,0.231312,0.0183521,
1.53723e+17, -1.04055,2.9815,17.0655,-0.0815668,-0.110721,0.0598294,0.273289,0.275621,2.17269,0.0128057,-0.00026147,0.0116777,0.124643,1.02815,0.0959339,0.951435,0.0686154,0.259838,-0.150161,0.128766,1.12198,0.32028,0.922481,0.149457,0.195528,-0.297421,0.210815,0.773039,0.380441,0.76765,0.085024,0.529024,-0.351593,0.341829,0.779707,0.18429,0.826096,0.364426,0.346532,-0.254313,0.411806,0.808694,0.0963232,0.772179,0.596047,-0.0895525,0.201115,0.326005,0.681679,-0.0728908,0.972408,-0.00564021,0.232611,0.016841,
1.53723e+17, -1.21558,2.74973,17.3795,-0.0647347,-0.124703,0.0562257,0.481163,0.134454,2.22626,0.0242227,0.0110966,0.00309707,0.124614,1.02823,0.0960112,0.951057,0.068607,0.26109,-0.150383,0.129401,1.12184,0.320478,0.922127,0.148643,0.195248,-0.299106,0.210815,0.773039,0.380441,0.76765,0.085024,0.529024,-0.351593,0.340838,0.778857,0.183718,0.825969,0.385751,0.334055,-0.23954,0.411623,0.808747,0.0962218,0.771692,0.596443,-0.0898308,0.201687,0.325731,0.681694,-0.0725723,0.972756,0.0131349,0.230482,0.0212584,
1.53723e+17, -1.30805,2.59172,17.499,-0.0561567,-0.133037,0.054833,0.666237,-0.0347033,2.3791,0.039814,0.0237156,-0.00536423,0.124567,1.02826,0.0960628,0.950814,0.0684744,0.262057,-0.150302,0.129734,1.12148,0.320625,0.921504,0.146135,0.197296,-0.300914,0.210815,0.773039,0.380441,0.76765,0.085024,0.529024,-0.351593,0.340527,0.778621,0.183597,0.825866,0.386902,0.333525,-0.238774,0.411462,0.808768,0.0961945,0.77104,0.597071,-0.090002,0.202246,0.325814,0.682156,-0.0727099,0.971867,0.00644528,0.234233,0.0238467,
1.53723e+17, -1.34477,2.56348,17.5057,-0.0527545,-0.138048,0.0542936,0.739708,-0.194442,2.60338,0.0587276,0.0331588,-0.00833061,0.124538,1.02828,0.0961452,0.950488,0.068779,0.263191,-0.150244,0.130468,1.12131,0.320823,0.921418,0.145487,0.197987,-0.301036,0.210815,0.773039,0.380441,0.76765,0.085024,0.529024,-0.351593,0.341009,0.778905,0.183882,0.825855,0.368739,0.344956,-0.250999,0.41139,0.80872,0.0962688,0.770866,0.596967,-0.0910521,0.202745,0.326063,0.682759,-0.0732499,0.97112,-0.0206263,0.236179,0.0268293,
1.53723e+17, -1.28733,2.72673,17.7667,-0.0565736,-0.143105,0.0551059,0.710345,-0.354919,3.00949,0.0841746,0.0394738,-0.00660696,0.124476,1.02827,0.0962157,0.950122,0.06904,0.264328,-0.150443,0.130983,1.12102,0.320953,0.92115,0.140421,0.199833,-0.303036,0.210815,0.773039,0.380441,0.76765,0.085024,0.529024,-0.351593,0.339954,0.778191,0.183462,0.825567,0.388438,0.332588,-0.238621,0.411292,0.808684,0.0963868,0.770769,0.596784,-0.0914664,0.203464,0.326124,0.682234,-0.0731918,0.971324,-0.0103252,0.236571,0.0213843,
