Timestamp:, sensor 1 , , , , , , sensor 2 , , , , , , body 1, , , , , , , body 2, , , , , , , body 3, , , , , , , body 4, , , , , , , body 5, , , , , , , body 6, , , , , , 
0.641667, -0.00309296,-0.0316155,-0.0889647,0.00063943,0.00150616,0.000193297,-0.0251906,-0.00680546,-0.0746327,-0.000444009,0.00018451,-0.000321114,0.0910311,1.03195,0.111867,0.939551,0.0687663,0.320909,-0.0976355,0.136873,1.12458,0.338603,0.871379,0.258738,0.243337,-0.338438,0.241801,0.789573,0.356831,0.776927,0.0370756,0.612996,-0.138728,0.281607,0.950084,0.192137,0.707824,0.393586,0.582736,0.0670372,0.286335,1.04614,0.128798,0.535966,0.734271,0.101464,0.404094,0.303714,0.692349,-0.0359975,0.972215,0.00186556,0.233865,0.0100912,
0.675, 0.0265994,0.00917422,-0.110708,0.00204738,0.00216607,0.000638977,-0.0363159,0.000219874,-0.0779297,-0.000633673,-0.000258174,-0.000323565,0.0909402,1.03203,0.111878,0.939325,0.0686494,0.321915,-0.096572,0.136932,1.12455,0.338508,0.871658,0.259242,0.242567,-0.337887,0.241801,0.789573,0.356831,0.776927,0.0370756,0.612996,-0.138728,0.282215,0.949433,0.192207,0.703236,0.401704,0.584087,0.0541667,0.288825,1.04501,0.128772,0.542365,0.736558,0.0945477,0.392916,0.303638,0.692374,-0.0359977,0.972243,0.00220987,0.233744,0.0101305,
0.691667, 0.010932,-0.0166661,-0.0649386,0.000921523,0.00361195,0.000650266,-0.0206196,-0.000493817,-0.0746906,-0.000710345,0.000286255,-0.000779054,0.0908575,1.03203,0.111863,0.939332,0.0684764,0.322039,-0.0962206,0.136972,1.1246,0.338517,0.871495,0.260351,0.242214,-0.337709,0.241801,0.789573,0.356831,0.776927,0.0370756,0.612996,-0.138728,0.28209,0.949341,0.192321,0.7044,0.400134,0.583536,0.0565662,0.289056,1.04469,0.128843,0.544292,0.735013,0.0913373,0.393903,0.303609,0.692365,-0.0359746,0.972251,0.0028455,0.233687,0.0104622,
0.716667, -0.0154849,-0.0173271,-0.0595532,0.000400986,0.00228216,0.000651039,-0.0234393,-0.00266287,-0.105783,-0.000258867,0.000594907,-0.000609572,0.0907884,1.0321,0.111848,0.939205,0.0683507,0.322229,-0.0969066,0.13684,1.12445,0.338563,0.871768,0.259516,0.241886,-0.337881,0.241801,0.789573,0.356831,0.776927,0.0370756,0.612996,-0.138728,0.281621,0.949217,0.192709,0.706529,0.397024,0.582693,0.0604816,0.288939,1.04454,0.129156,0.546945,0.729716,0.0884823,0.400671,0.303622,0.692318,-0.0359606,0.972193,0.00112503,0.233986,0.00951669,
0.733333, 0.00931465,-0.0171495,-0.0575,0.000357096,0.00201109,0.000423092,-0.0106031,-0.000344604,-0.0747026,-0.000384895,0.000595797,-0.000607383,0.0907734,1.03215,0.111797,0.939097,0.0683161,0.322355,-0.0975599,0.136744,1.12423,0.33859,0.872155,0.259931,0.241308,-0.336976,0.241801,0.789573,0.356831,0.776927,0.0370756,0.612996,-0.138728,0.281465,0.948957,0.192853,0.707287,0.397981,0.580884,0.0626925,0.288945,1.04453,0.129405,0.548749,0.726441,0.0861164,0.404649,0.303623,0.692341,-0.0359628,0.972195,0.00123526,0.233975,0.00954147,
0.766667, -0.00452922,-0.000927774,-0.0345114,0.000229385,0.00209984,-1.46963e-05,-0.0106629,0.00165074,-0.0556446,0.000264125,0.000595335,-0.000256069,0.090766,1.03238,0.11168,0.938785,0.0686,0.322803,-0.098866,0.136488,1.12415,0.33856,0.871933,0.260043,0.244238,-0.335348,0.241801,0.789573,0.356831,0.776927,0.0370756,0.612996,-0.138728,0.281628,0.948979,0.193763,0.713825,0.391093,0.576535,0.071468,0.289158,1.04464,0.130051,0.550543,0.718643,0.0859709,0.41601,0.303562,0.692394,-0.035954,0.972323,0.00176952,0.233447,0.0093378,
0.783333, -0.0296607,0.0031643,0.00154794,0.000953214,0.00219065,0.000128705,-0.00122441,0.0111266,-0.0749617,-0.000575938,0.000427623,-0.00105561,0.0907269,1.03244,0.111643,0.938632,0.0688439,0.323437,-0.098073,0.136991,1.12442,0.33896,0.871571,0.268323,0.242104,-0.331289,0.241801,0.789573,0.356831,0.776927,0.0370756,0.612996,-0.138728,0.281842,0.949054,0.194507,0.716989,0.386692,0.574619,0.0787997,0.288931,1.04451,0.130442,0.550066,0.712469,0.0875263,0.426795,0.30362,0.692491,-0.0359285,0.972347,0.00175581,0.233361,0.00897032,
0.8, 0.00543656,0.00476693,0.0260771,0.000252996,0.00347643,0.000648639,-0.011414,0.00491209,-0.119681,-0.00125892,0.000380168,-0.000866847,0.0907065,1.03248,0.111618,0.938436,0.0689229,0.324293,-0.0970679,0.136583,1.12348,0.338961,0.871939,0.260987,0.240989,-0.336945,0.241801,0.789573,0.356831,0.776927,0.0370756,0.612996,-0.138728,0.281675,0.949943,0.194445,0.722133,0.376812,0.573199,0.0893264,0.288295,1.04434,0.130679,0.549511,0.704408,0.088759,0.44042,0.303614,0.692485,-0.035917,0.972359,0.00210435,0.233302,0.00914651,
0.825, 0.0178623,-0.015274,0.0119068,0.000114848,0.00276251,0.000237058,-0.0115302,-0.00515633,-0.0514225,-0.00041128,-2.58856e-05,-0.000772073,0.0909887,1.0322,0.111491,0.938489,0.0678259,0.32418,-0.0976988,0.136737,1.12328,0.338846,0.872296,0.262937,0.237047,-0.337303,0.241801,0.789573,0.356831,0.776927,0.0370756,0.612996,-0.138728,0.281572,0.948993,0.195902,0.732012,0.366285,0.565092,0.103273,0.287074,1.04382,0.130799,0.547616,0.691873,0.090612,0.461755,0.303636,0.692436,-0.0359195,0.97239,0.00121798,0.233208,0.00840685,
0.833333, 0.0116297,-0.0116649,-0.0607944,0.000383316,0.00248061,0.000604699,-0.0211844,0.000266001,-0.0135158,-0.000204127,0.000401741,-0.000331109,0.0908988,1.0322,0.111593,0.93831,0.0677249,0.32388,-0.100449,0.136643,1.12335,0.339188,0.872579,0.264694,0.239002,-0.333799,0.241801,0.789573,0.356831,0.776927,0.0370756,0.612996,-0.138728,0.281577,0.94892,0.196036,0.734499,0.362095,0.563647,0.108167,0.286621,1.04359,0.130739,0.546895,0.687943,0.0910225,0.468354,0.303557,0.692326,-0.0359164,0.972425,0.00117517,0.233046,0.0088026,
